,0
0,-2.9188359688639602
1,-0.8003736094995322
2,-2.8895147496010583
3,-2.1818503874769073
4,0.29053578959145754
5,-1.614577499949593
6,-0.09855877848054817
7,-1.278601654547144
8,1.2602042817609216
9,-2.659450534288803
10,-0.5142987550449187
11,2.7435421893689593
12,-2.893147565201809
13,1.696269166241609
14,1.857998382945208
15,-1.7113325985827892
16,-1.494618344677031
17,0.07235390977325973
18,0.08202213074265252
19,-0.8513215529965024
20,-1.396395620131395
21,1.0020244310641102
22,2.0780465772960084
23,-3.5551962359374847
24,3.582301553647504
25,-1.5600729086224905
26,-0.2961168752267205
27,-2.325874677674494
28,-1.5610381039167311
29,-0.18946434600857787
30,0.23958784609448713
31,-1.3855274047679322
32,0.7038813668519639
33,-2.094577635549628
34,-2.280073112022544
35,-2.7927596509678616
36,1.540475541442198
37,1.783541918168888
38,-2.094577635549628
39,-0.04524859206324017
40,1.9241192670291998
41,0.04933572739737002
42,0.07599231485828573
43,-0.5271150421958779
44,1.237420898484861
45,1.785941906957028
46,-3.328581562942256
47,-2.5309413951860242
48,-2.094577635549628
49,2.97139229015655
50,-1.7454866278405117
51,-1.170710709032115
52,-1.7891230038041512
53,0.25053222922856855
54,0.6116970361794938
55,0.425077733083127
56,-0.5579351310085583
57,0.5656606714277141
58,1.1289962787142942
59,0.16325947730128942
60,-1.92003213169507
61,0.35479035914284696
62,0.674751611336813
63,3.0150286661201897
64,0.5002061074822548
65,0.9774689572356259
66,-1.0834379571048358
67,0.16325947730128942
68,-1.2097819065193036
69,-1.8003718515782166
70,-0.6452078829358374
71,0.03235034941037096
72,0.8347904947428826
73,-0.23132863141979376
74,0.29053578959145754
75,2.568996685514401
76,0.8274789272095517
77,-2.094577635549628
78,0.4308142632960612
79,-2.269123139404187
80,0.7475177428156035
81,-2.443668643258745
82,2.2962284571142066
83,-1.3222380305107835
84,-2.138214011513268
85,0.9777678323913341
86,-2.2254867634405473
87,-2.3297448933548255
88,-0.5816196335229804
89,-1.1380243056868322
90,2.97139229015655
91,0.403259545101307
92,0.9980871508233755
93,-1.7334184180829788
94,1.206899684827889
95,0.34747879160951634
96,1.214402716108971
97,2.3259303087877106
98,2.645319464823323
99,-2.2254867634405473
100,0.8784268707065221
101,-1.9636685076587097
102,-1.6070744686685106
103,-2.050941259585989
104,-2.4000322672951055
105,-0.39433959977235666
106,-2.8800324028951407
107,-2.050941259585989
108,-1.7346184124770487
109,-0.9088924532502773
110,0.6166086149246846
111,-3.1188324763010886
112,-0.6646645040323333
113,2.67688763102943
114,-1.1131398087783402
115,-0.9961652051775567
116,-0.33975325119036004
117,-3.4655234952220653
118,-1.9636685076587097
119,-1.4531471584017024
120,3.538665177683865
121,-3.6436689822588337
122,0.04933572739737002
123,-3.0497779291734193
124,-2.050941259585989
125,2.851433134883988
126,0.6166086149246846
127,-0.33975325119036004
128,0.48569948703376586
129,-1.2534182824829434
130,1.7150210452967565
131,-1.563438092704871
132,0.11599028573689929
133,-0.17615771995415885
134,-2.5285414063978844
135,0.6602449908883241
136,-1.7564366004588685
137,-2.3770140849192156
138,-3.1188324763010886
139,2.195021180896792
140,1.976839301078594
141,-0.8076851770328628
142,1.2786572856603606
143,1.7495737631746415
144,-1.0834379571048358
145,-0.06586678565099002
146,2.961724069187157
147,2.99441047253244
148,-1.5198017167412314
149,1.9332029251149545
150,-2.484905030434245
151,-1.5198017167412314
152,-1.6276926622562606
153,-1.8751957613373604
154,-2.8458783736374187
155,-0.12343768590476478
156,-2.443668643258745
157,1.6565700705187039
158,0.8347904947428826
159,-0.7779833253593587
160,-1.0180682405266397
161,-0.5022305452873859
162,2.1307666113454022
163,-0.8652560772866378
164,-0.316740658298746
165,-0.8216197013229982
166,3.102301418047469
167,-2.094577635549628
168,-2.4000322672951055
169,-0.5161650695775211
170,-0.13832493876385632
171,-1.5167738297173754
172,-0.33975325119036004
173,-1.364008091941821
174,1.9907738253687293
175,1.5961801271633704
176,-1.92003213169507
177,1.8895665491513147
178,-1.92003213169507
179,2.229573898774677
180,-2.007304883622349
181,-2.770941462986042
182,-1.3452562128866732
183,-0.3852559416866024
184,3.200524142593105
185,-2.2897413329919365
186,-0.15313953757826892
187,-1.8763957557314304
188,-1.2440489366692589
189,-1.4509819687133914
190,1.6944028517090066
191,2.0780465772960084
192,2.142301146847398
193,0.8859299019876041
194,-0.41495779336010674
195,-0.665826076523587
196,1.8895665491513147
197,-1.9767836699653771
198,1.214402716108971
199,2.439712153167971
200,-1.8763957557314304
201,0.37049697398540604
202,-2.050941259585989
203,-2.4218504552769256
204,-2.2254867634405473
205,2.0204756770422336
206,-1.92003213169507
207,-2.9661051604283504
208,-1.92003213169507
209,1.5841119174058376
210,1.206899684827889
211,-0.6580241700867968
212,-1.7454866278405117
213,-0.08888496802687973
214,3.038046848496079
215,1.6071300997817275
216,-0.9961652051775567
217,-1.889510918038098
218,-1.4531471584017024
219,-0.7343469493957191
220,0.6166086149246846
221,-1.4061047197282348
222,1.2832224641368113
223,1.1632633088642494
224,-2.574577771149664
225,0.07599231485828573
226,-0.09855877848054817
227,-1.1894625880872622
228,-2.574577771149664
229,-2.138214011513268
230,2.8616350301089186
231,0.1838832603733147
232,-2.269123139404187
233,-2.4000322672951055
234,-1.6507108446321501
235,-2.050941259585989
236,0.954450774859736
237,-0.18582594092355187
238,-1.0398864285084595
239,-1.2767353400145414
240,-0.713100857572253
241,-1.7891230038041512
242,-1.5382547206406707
243,-0.40401341022602555
244,2.142301146847398
245,0.4687141090467666
246,-0.9385943049237819
247,-0.6034378215048002
248,-2.1818503874769073
249,-1.473765351989452
250,-2.138214011513268
251,-1.6691638485315894
252,-0.9088924532502773
253,0.05297413248239602
254,2.4150693752475925
255,-2.007304883622349
256,1.5865119061939776
257,-0.08888496802687973
258,-1.4095107824380628
259,-0.6907105734320793
260,0.7550207740966854
261,0.21656966371859743
262,0.8468587045004154
263,-2.1818503874769073
264,0.1838832603733147
265,-1.170710709032115
266,-2.280073112022544
267,-0.8652560772866378
268,-0.5598014455411606
269,-2.4000322672951055
270,2.011392018956479
271,0.9220632466701617
272,-0.9088924532502773
273,0.3874767624881297
274,-0.8216197013229982
275,1.4968391654785584
276,2.5786649064837937
277,-0.8652560772866378
278,-0.5598014455411606
279,-2.2822383017108545
280,1.24311787687771
281,-0.688844258899477
282,0.8029234533810672
283,-0.05855521811765918
284,-4.594069298306345
285,1.857998382945208
286,1.4968391654785584
287,-2.1818503874769073
288,3.081683224459719
289,0.6602449908883241
290,2.5786649064837937
291,-0.6143877941231572
292,-1.0604197747289459
293,3.189574169974748
294,-0.6452078829358374
295,-1.6943472205957901
296,1.390814534496132
297,2.5786649064837937
298,-0.07917341170540881
299,-0.6907105734320793
300,-0.9070261387176748
301,-2.700686921464303
302,-2.5479267731730237
303,0.42144491748237645
304,1.432584595927169
305,-2.050941259585989
306,-2.261620108123105
307,-2.3297448933548255
308,-2.3746140961310758
309,0.48933789211879186
310,1.8914328636839173
311,-1.5709411239859532
312,-1.8252563484867088
313,-3.378250743294786
314,2.961724069187157
315,-2.4606540212457446
316,2.0780465772960084
317,-1.9636685076587097
318,-2.7661086529912216
319,2.8077967589203485
320,-1.8022381661108189
321,3.582301553647504
322,0.7511561479006295
323,-0.3276850414328272
324,-0.22166041045040086
325,-1.1476925266562252
326,-0.6331396731783046
327,1.1196269329006099
328,1.722920164218249
329,0.3984267351064865
330,2.840483162265631
331,-2.683668711058763
